,search_term,_ - eng_search_key,Class,_ - url,_ - Название,Comment on relevancs,_ - Номер ГИМ,_ - Отдел/коллекция,_ - Инвентарный номер,_ - Датировка,_ - Размер,"_ - Материал, техника",_ - Номер ГК,_ - Ключевые слова,_ - Место создания,Contemporary_Toponyms,fcodeName,toponymName,coordinates,lat,long,Country,geonames 3,"_ - Автор, мастер/Изготовитель",_ - Шифр ОПИ,_ - Комплект,_ - Место находки,_ - Формат,"_ - Лист, страницы",_ - Археологический памятник,_ - Персоналии,_ - Многотомное издание: автор,_ - Многотомное издание: Название,_ - Экспозиция,_ - Выставки,_ - Альбомы,_ - Аннотация
34,еврей,jew,Jewish,https://catalog.shm.ru/entity/OBJECT/156266?page=3&query=%D0%B5%D0%B2%D1%80%D0%B5%D0%B9&index=133,Чин принятия в православие евреев и магометан,,ГИМ 97923/17,Рукописи и старопечатные книги/Старопечатные книги,Мнш. 1810,1858 г.,,Бумага,30831167.0,Москва,Москва,Москва,capital of a political entity,Moscow,"55.75222,37.61556",55.75222,37.61556,Russia,"city, village,...",,,,,4°,,,,,,,,,
35,иудейский,hebrew (adjective),Jewish,https://catalog.shm.ru/entity/OBJECT/157034?query=%D0%B8%D1%83%D0%B4%D0%B5%D0%B9%D1%81%D0%BA%D0%B8%D0%B9&index=33,"Чин ""како приимати... иже от иудейской веры или от магометанства или от идолопоклонников...""",,ГИМ 80789/289,Рукописи и старопечатные книги/Старопечатные книги,Мнш. 744,1858 г.,,Бумага,30827965.0,Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,seat of a first-order administrative division,Saint Petersburg,"59.93863,30.31413",59.93863,30.31413,Russia,"city, village,...",,,,,4°,,,,,,,,,
36,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/1609987?page=6&query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=276,"Подсвечник резной в камне из Иордана, с образами Рождества, Моления о чаше и Воскресения Господня",,ГИМ 31810,Металл/Камень,КАМ 147,Вторая половина XIX в.,"10,8х5,1х5,5 см","Известковая галька (камень из иордана), резьба, гравировка",34855806.0,камень галька гравировка резьба свет,"Ближний Восток, Израиль, г. Иерусалим","Израиль, Иерусалим",seat of a first-order administrative division,Jerusalem,"31.76904,35.21633",31.76904,35.21633,Israel,"city, village,...",,,,,,,,,,,,,,
37,еврейский,jewish,Jewish,https://catalog.shm.ru/entity/OBJECT/1612058?page=2&query=%D0%B5%D0%B2%D1%80%D0%B5%D0%B9%D1%81%D0%BA%D0%B8%D0%B9&index=71,Блюдо для яиц еврейское,,ГИМ 107132/665,Металл/Белый металл,МБМ 1053,Последняя треть XIX в.,"8,5х16,5х16,5 см","Латунь, штамп, серебрение",14246401.0,Европа серебрение латунь штамп,"Россия, Восточная Европа, Польша","Россия, Польша",mountain,Rysy,"49.17907,20.08842",49.17907,20.08842,Poland,"mountain,hill,rock,...",Фабрика Плевкевич,,,,,,,,,,,,,
38,еврейский,jewish,Jewish,https://catalog.shm.ru/entity/OBJECT/1613948?page=2&query=%D0%B5%D0%B2%D1%80%D0%B5%D0%B9%D1%81%D0%BA%D0%B8%D0%B9&index=80,Тарель фестончатая с изображением агнца и еврейской надписью,,ГИМ 53139,Металл/Олово,ОЛ 450,XVIII в.,"2х22,5х22,5 см","Олово, литье, точение, цизелировка",20183341.0,Европа олово литье точение Германия,"Западная Европа, Германия",Германия,independent political entity,Federal Republic of Germany,"51.5,10.5",51.5,10.5,Germany,"country, state, region,...",,,,,,,,,,,,,,
39,еврей,jew,Jewish,https://catalog.shm.ru/entity/OBJECT/1629250?page=5&query=%D0%B5%D0%B2%D1%80%D0%B5%D0%B9&index=209,"Литография. Копия миниатюры из Жития преподобного Феодора Едесского. Спор о вере, между евреем законоучителем и преподобным Феодором.",,ГИМ 111658/78,Древнерусская живопись/Прориси,И XIII 19644,Конец XIX в.,"32,4х20,7 см","Бумага, сажа, оттиск, прорисовка",29603746.0,сажа оттиск,Россия,Россия,independent political entity,Russian Federation,"60,100",60.0,100.0,Russia,"country, state, region,...",,,Копия лицевых миниатюр из жития преподобного Феодора Едесского,,,,,,,,,,,
40,иудей,hebrew (noun),Jewish,https://catalog.shm.ru/entity/OBJECT/1639603?query=%D0%B8%D1%83%D0%B4%D0%B5%D0%B9&index=13,Иконный образец. Иуда пред пятью иудеями,,ГИМ 20276/430,Древнерусская живопись/Прориси,И XIII 9185,конец XIX в.,"Высота и ширина: 19,2х13 см","Бумага, сажа, оттиск",22496648.0,сажа оттиск,Россия,Россия,independent political entity,Russian Federation,"60,100",60.0,100.0,Russia,"country, state, region,...",,,,,,,,,,,,,,
41,еврейский,jewish,Jewish,https://catalog.shm.ru/entity/OBJECT/1692340?query=%D0%B5%D0%B2%D1%80%D0%B5%D0%B9%D1%81%D0%BA%D0%B8%D0%B9&index=6,Сосуд еврейский культовый,,ГИМ 81700/1,Драгоценные металлы/Художественное серебро Австро-Венгрии,ОК 13470,1774 г.,"13х20,5х17,5 см","Серебро, золочение",8471913.0,золочение серебро Москва,"Россия, г. Москва",Москва,capital of a political entity,Moscow,"55.75222,37.61556",55.75222,37.61556,Russia,"city, village,...","Зонтаг Габриель, мастер",,,,,,,,,,,,,
42,еврейский,jewish,Jewish,https://catalog.shm.ru/entity/OBJECT/1693234?query=%D0%B5%D0%B2%D1%80%D0%B5%D0%B9%D1%81%D0%BA%D0%B8%D0%B9&index=48,Шмекер - ароматница еврейская культовая,,ГИМ 78891,Драгоценные металлы/Художественное серебро Австро-Венгрии,ОК 11373,1886 г.,"Высота: 9,2 см; Диаметр - 3,4 см (отверстия)",Серебро,8471740.0,серебро Москва,"Россия, г. Москва",Москва,capital of a political entity,Moscow,"55.75222,37.61556",55.75222,37.61556,Russia,"city, village,...",,,,,,,,,,,,,,
43,еврейский,jewish,Jewish,https://catalog.shm.ru/entity/OBJECT/1693280?query=%D0%B5%D0%B2%D1%80%D0%B5%D0%B9%D1%81%D0%BA%D0%B8%D0%B9&index=47,Шмекер - ароматница еврейская культовая,,ГИМ 78847,Драгоценные металлы/Художественное серебро Австро-Венгрии,ОК 11372,1878 г.,"Высота: 10,7 см; Диаметр - 3,4 см (отверстия)",Серебро,8472553.0,серебро Москва,"Россия, г. Москва",Москва,capital of a political entity,Moscow,"55.75222,37.61556",55.75222,37.61556,Russia,"city, village,...",,,,,,,,,,,,,,
44,еврейский,jewish,Jewish,https://catalog.shm.ru/entity/OBJECT/1693430?page=2&query=%D0%B5%D0%B2%D1%80%D0%B5%D0%B9%D1%81%D0%BA%D0%B8%D0%B9&index=69,Переплет с еврейской культовой книги,,ГИМ 78758,Драгоценные металлы/Иудаика,ОК 11375,1761 - 1776 гг.,"13,7х9,2 см","Серебро, чеканка",10811263.0,чеканка Европа серебро,"Восточная Европа, Польша, Вроцлав","Польша, Вроцлав",seat of a first-order administrative division,Wrocław,"51.1,17.03333",51.1,17.03333,Poland,"city, village,...",,,,,,,,,,,,,,
45,еврейский,jewish,Jewish,https://catalog.shm.ru/entity/OBJECT/1695355?page=2&query=%D0%B5%D0%B2%D1%80%D0%B5%D0%B9%D1%81%D0%BA%D0%B8%D0%B9&index=66,Дробница с изображением еврейского мальчика,,ГИМ 70156/131,Драгоценные металлы/Иудаика,ОК 8968,1885 г.,"6,8х4,7 см","Серебро, эмаль, недраг. металл",,металл серебро Москва,"Россия, г. Москва",Москва,capital of a political entity,Moscow,"55.75222,37.61556",55.75222,37.61556,Russia,"city, village,...",,,,,,,,,,,,,,
46,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/1699052?page=6&query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=275,Навертень,,ГИМ 53400,Драгоценные металлы/Иудаика,ОК 4521,XIX в.,"Длина: 8,8 см","Серебро, пергамент, резьба",4638817.0,резьба серебро,"Ближний Восток, Израиль, г. Иерусалим","Израиль, Иерусалим",seat of a first-order administrative division,Jerusalem,"31.76904,35.21633",31.76904,35.21633,Israel,"city, village,...",,,,,,,,,,,,,,
