,Reg number,Museum number,url,subject,query,Object type,Title,Type 1,Type 2,Denomination,Escapement,Description,Producer name,School/style,State,Authority,Ethnic name (made by),Ethnic name (assoc),Culture,Production date,Find|ProductionLocation,Toponym,"lat,lng",Production place - comment,Find spot 2,Find spot - comments,Materials,Ware,Type series,Technique,Dimensions,Inscription,Curators Comments,Bib references,Location,Exhibition history,Condition,Subjects,Assoc name,Assoc place,Assoc events,Assoc titles,Acq name (acq),Acq name (finding),Acq name (excavator),Acq name (previous),Acq date,Acq notes (acq),Acq notes (exc),Dept,BM/Big number,Add ids,Cat no,Banknote serial number,Joined objects,Image
46,CIB.17903,CIB.17903,https://www.britishmuseum.org/collection/object/C_CIB-17903,armenian,armenia,banknote,,money,,50 ruble,,Banknote (50 rubles).,,,,,,,,1919,Issued in,Republic of Armenia,"40.25,45",,,,paper,,,,Length: 179.000 millimetres; Width: 102.000 millimetres,,,,Not on display,,,,,,,,Donated by: ifs School of Finance,,,,2009,On loan from ifs School of Finance (previously Chartered Institute of Bankers) between 1987 and 2009.,,Coins and Medals,,,,78,,
47,CIB.17902,CIB.17902,https://www.britishmuseum.org/collection/object/C_CIB-17902,armenian,armenia,banknote,,money,,10 ruble,,Banknote (10 rubles).,,,,,,,,1919,Issued in,Republic of Armenia,"40.25,45",,,,paper,,,,Length: 109.000 millimetres; Width: 67.000 millimetres,,,,Not on display,,,,,,,,Donated by: ifs School of Finance,,,,2009,On loan from ifs School of Finance (previously Chartered Institute of Bankers) between 1987 and 2009.,,Coins and Medals,,,,100,,
48,CIB.17896,CIB.17896,https://www.britishmuseum.org/collection/object/C_CIB-17896,armenian,armenia,banknote,,money,,5 ruble,,Banknote (5 rubles).,,,,,,,,1919,Issued in,Republic of Armenia,"40.25,45",,,,paper,,,,Length: 110.000 millimetres; Width: 67.000 millimetres,,,,Not on display,,,,,,,,Donated by: ifs School of Finance,,,,2009,On loan from ifs School of Finance (previously Chartered Institute of Bankers) between 1987 and 2009.,,Coins and Medals,,,,16,,
49,CIB.53519,CIB.53519,https://www.britishmuseum.org/collection/object/C_CIB-53519,armenian,armenia|armenian,banknote,,money,,10000 ruble,,Banknote.,,,,Armenian Socialist Soviet Republic,,,,1921,Issued in,Republic of Armenia,"40.25,45",,,,paper,,,,Height: 94 millimetres; Width: 143 millimetres,,,,Not on display,,,,,,,,Donated by: ifs School of Finance,,,Previous owner/ex-collection: Frederick Ernest Catling,2009,On loan from ifs School of Finance (previously Chartered Institute of Bankers) between 1987 and 2009.,,Coins and Medals,,,,,,
50,CIB.18124,CIB.18124,https://www.britishmuseum.org/collection/object/C_CIB-18124,armenian,armenia|armenian,banknote,,money,,25000 ruble,,"Banknote (25,000 rubles).",,,,Armenian Socialist Soviet Republic,,,,1922,Issued in,Republic of Armenia,"40.25,45",,,,paper,,,,Length: 151.000 millimetres; Width: 83.000 millimetres,,,,Not on display,,,,,,,,Donated by: ifs School of Finance,,,,2009,On loan from ifs School of Finance (previously Chartered Institute of Bankers) between 1987 and 2009.,,Coins and Medals,,,,17,,
51,CIB.53518,CIB.53518,https://www.britishmuseum.org/collection/object/C_CIB-53518,armenian,armenia|armenian,banknote,,money,,5000 ruble,,Banknote.,,,,Armenian Socialist Soviet Republic,,,,1921,Issued in,Republic of Armenia,"40.25,45",,,,paper,,,,Height: 80 millimetres; Width: 130 millimetres,,,,Not on display,,,,,,,,Donated by: ifs School of Finance,,,Previous owner/ex-collection: Frederick Ernest Catling,2009,On loan from ifs School of Finance (previously Chartered Institute of Bankers) between 1987 and 2009.,,Coins and Medals,,,,,,
52,CIB.18125,CIB.18125,https://www.britishmuseum.org/collection/object/C_CIB-18125,armenian,armenia|armenian,banknote,,money,,1000000 ruble,,Banknote.,,,,Armenian Socialist Soviet Republic,,,,1922,Issued in,Republic of Armenia,"40.25,45",,,,paper,,,,Length: 158.000 millimetres; Width: 94.000 millimetres,,,,Not on display,,,,,,,,Donated by: ifs School of Finance,,,,2009,On loan from ifs School of Finance (previously Chartered Institute of Bankers) between 1987 and 2009.,,Coins and Medals,,,,,,
53,"20,060,405.84","20,060,405.84",https://www.britishmuseum.org/collection/object/C_2006-0405-838,armenian,armenia|armenian,banknote,,money,,1000000 ruble,,Banknote.; Denomination at centre. Value at left and right. Elaborate ornamental designs. Design printed in red and brown.; Arms in ornamental circle at centre. Denomination at left and right. Elaborate ornamental design. Design printed in red.,,,,Armenian Socialist Soviet Republic,,,,1922,Issued in,Republic of Armenia,"40.25,45",,,,paper,,,,Length: 157 millimetres; Width: 93 millimetres,,,,Not on display,,,,,,,,Bequeathed by: Andrew Frederick Wiseman,,,,2006,Folder B6,,Coins and Medals,,,,,,
54,"20,060,405.84","20,060,405.84",https://www.britishmuseum.org/collection/object/C_2006-0405-837,armenian,armenia|armenian,banknote,,money,,5000 ruble,,Banknote.; Denomination at centre. Value at upper left and right. Elaborate ornamental designs. Design printed in blue and grey.; Arms at centre. Text at left and right. Value at upper left and right. Design printed in blue and grey.,,,,Armenian Socialist Soviet Republic,,,,1921,Issued in,Republic of Armenia,"40.25,45",,,,paper,,,,Length: 128 millimetres; Width: 78 millimetres,,,,Not on display,,,,,,,,Bequeathed by: Andrew Frederick Wiseman,,,,2006,Folder B6,,Coins and Medals,,,,,,
55,"20,084,102.52","20,084,102.52",https://www.britishmuseum.org/collection/object/C_2008-4102-52,armenian,armenia|armenian,banknote,,money,,25 dem,,"Banknote.; Two images of ancient architectural features, one tablet with script and one depiction of a frieze of a lioness. Text in Armenian. Printed in blue, red and brown.; Image of the top curve of an ancient arch. Denomination to either side. Printed in blue, red and brown. Text in Armenian.",,,,Armenian Republic Bank,,,,1993,Issued in,Republic of Armenia,"40.25,45",,,,paper,,,,Length: 126 millimetres; Width: 62 millimetres,,,,Not on display,,,architectural feature,,,,,Donated by: Anonymous,,,,2008,,,Coins and Medals,,,,18441832,,
56,"20,060,405.99","20,060,405.99",https://www.britishmuseum.org/collection/object/C_2006-0405-985,armenian,armenia|armenian,banknote,,money,,50 dram,,"Banknote.; State Museum of History and National Gallery at upper centre. Value at lower centre. Design printed in blue and pink.; The Parliament building at upper centre. Design printed in blue, pink and light blue.",,,,Armenian Republic Bank,,,,1993,Issued in,Republic of Armenia,"40.25,45",,,,paper,,,,Length: 125 millimetres; Width: 62 millimetres,,,,Not on display,,,civic building,,Topographic representation of: State Museum of History;  Topographic representation of: National Gallery;  Topographic representation of: Parliament Building,,,Bequeathed by: Andrew Frederick Wiseman,,,,2006,Folder B8,,Coins and Medals,,,,ԳԱ 16558479,,
57,"20,060,405.98","20,060,405.98",https://www.britishmuseum.org/collection/object/C_2006-0405-984,armenian,armenia|armenian,banknote,,money,,25 dram,,Banknote.; Value in octangonal frame at centre. Cuneiform tablet at upper centre. Frieze with lion from Erebuni Castle at centre right. Design printed in brown and light red.; Value at left and right. Elaborate ornamental patterns. Design printed in brown and blue.,,,,Armenian Republic Bank,,,,1993,Issued in,Republic of Armenia,"40.25,45",,,,paper,,,,Length: 125 millimetres; Width: 62 millimetres,,,,Not on display,,,sculpture,,Associated with: Erebuni Fortress,,,Bequeathed by: Andrew Frederick Wiseman,,,,2006,Folder B8,,Coins and Medals,,,,ԲԱ 14236216,,
58,CIB.17954,CIB.17954,https://www.britishmuseum.org/collection/object/C_CIB-17954,armenian,armenia|armenian,banknote,,money,,5000000 ruble,,"Banknote (500,000 rubles).; Green decorative frame around text. Printed in black and green.; Green decorative frame around text. Printed in green.",,,,Armenian Socialist Soviet Republic,,,,1922,Issued in,Republic of Armenia,"40.25,45",,,,paper,,,,Length: 149.000 millimetres; Width: 87.000 millimetres,,,,Not on display,,,,,,,,Donated by: ifs School of Finance,,,,2009,On loan from ifs School of Finance (previously Chartered Institute of Bankers) between 1987 and 2009.,,Coins and Medals,,,,37564,,https://media.britishmuseum.org/media/Repository/Documents/2014_10/14_13/dff8e5ab_564f_47ad_95f3_a3c400d8b8a0/preview_00858768_001.jpg
59,"20,060,405.99","20,060,405.99",https://www.britishmuseum.org/collection/object/C_2006-0405-986,armenian,armenia|armenian,banknote,,money,,100 dram,,"Banknote.; Zvarnots church at centre right. Mount Ararat at upper centre. Design printed in purple, violet and light blue.; The Opera and Ballet Theatre at centre. Value at its left and right. Design printed in brown, purple, red and light blue.",,,,Armenian Republic Bank,,,,1993,Issued in,Republic of Armenia,"40.25,45",,,,paper,,,,Length: 135 millimetres; Width: 65 millimetres,,,,Not on display,,,religious building,,Topographic representation of: Zvarnots Church;  Topographic representation of: Opera and Ballet Theatre;  Topographic representation of: Mount Ararat,,,Bequeathed by: Andrew Frederick Wiseman,,,,2006,Folder B8,,Coins and Medals,,,,ԴԲ 09006961,,
60,N.228,N.228,https://www.britishmuseum.org/collection/object/W_N-228,armenian,armenia,bell,,,,,,Copper alloy bell with portion of wire remaining.,,,,,,,,,Excavated/Findspot,The Brown Palace Hotel and Spa,"39.74407,-104.98758",,North West Palace,,copper alloy,,,,Height: 5.39 centimetres; Width: 2.54 centimetres,,,"Layard A H 1853a / Discoveries in the ruins of Nineveh and Babylon, with travels in Armenia, Kurdistan and the desert",Not on display,,,,,,,,,,,,,,,Middle East,,,,,,
61,N.179,N.179,https://www.britishmuseum.org/collection/object/W_N-179,armenian,armenia,bell,,,,,,Copper alloy bell.,,,,,,,,,Excavated/Findspot,The Brown Palace Hotel and Spa,"39.74407,-104.98758",,North West Palace,,copper alloy,,,,Height: 5.08 centimetres; Width: 3.17 centimetres,,,"Layard A H 1853a / Discoveries in the ruins of Nineveh and Babylon, with travels in Armenia, Kurdistan and the desert",Not on display,,,,,,,,,,,,,,,Middle East,,,,,,https://media.britishmuseum.org/media/Repository/Documents/2014_9/29_16/d17e275d_8467_4490_b65e_a3b50113873f/preview_00145761_001.jpg
62,N.160,N.160,https://www.britishmuseum.org/collection/object/W_N-160,armenian,armenia,bell; harness-fitting,,,,,,"Copper alloy bell, probably from horse harness; long slit in side, clapper and ring missing.",,,,,,,Neo-Assyrian,8thC BC,Excavated/Findspot,The Brown Palace Hotel and Spa,"39.74407,-104.98758",,North West Palace,,copper alloy,,,,Height: 6.97 centimetres; Width: 4.43 centimetres,,,"Layard A H 1853a / Discoveries in the ruins of Nineveh and Babylon, with travels in Armenia, Kurdistan and the desert",Not on display,,,,,,,,,,,,,,,Middle East,,,,,,https://media.britishmuseum.org/media/Repository/Documents/2014_11/10_18/606a4de9_ba03_4c28_9fc5_a3df012da8a5/preview_01534801_001.jpg
63,N.162,N.162,https://www.britishmuseum.org/collection/object/W_N-162,armenian,armenia,bell,,,,,,"Bronze bell: with straight sides, a hole at the top and a loop handle cast in one piece with the bell. An iron clapper in the form of a thick iron rod is still in position, held in place by a horizontal iron pin fixed into small holes in the sides of the bell.",,,,,,,Neo-Assyrian,800BC-700BC,,,,,Fort Shalmaneser,,copper alloy; iron,,,cast; pierced,Diameter: 3.45 centimetres maximum ; Height: 5.20 centimetres; Width: 83 centimetres grammes`,,,"Curtis & Reade 1994a / Tesoros de asiria en el Museo Britanico: Arte e Imperio; Spear N 1978a / A treasury of archaeological bells; Rimmer J 1969a / Ancient musical instruments of Western Asia; Layard A H 1853a / Discoveries in the ruins of Nineveh and Babylon, with travels in Armenia, Kurdistan and the desert; Curtis & Reade 1995a / Art and empire: treasures from Assyria in the British Museum",Not on display,"Exhibited:
2007 2 Apr-30 Sept, Alicante, MARQ Museum, 'Art and Empire'
2006 1 Jul-7 Oct, Shanghai Museum, 'Art and Empire'",,,,,,,,,,,,,,Middle East,,,,,,https://media.britishmuseum.org/media/Repository/Documents/2014_11/12_14/84b16e73_371c_425c_9b96_a3e100ed5a78/preview_00104949_001.jpg
64,"19,930,405.40","19,930,405.40",https://www.britishmuseum.org/collection/object/W_1993-0405-4,armenian,armenia,bell-pendant,,decoration,,,,"Spherical, open-work bronze bell-pendant; irregularly shaped stone (?) pebble inside; corroded.",,,,,,,,,Found/Acquired,Republic of Armenia,"40.25,45",,Armenia,(?),bronze; stone,,,,Length: 4.70 centimetres; Width: 3 centimetres,,,Curtis & Kruszynski 2002a / Ancient Caucasian and Related Material in The British Museum,Not on display,,Fair; corroded.,,,,,,Purchased from: Julia Schottlander; Purchased from: Sotheby's,Funded by: Littauer Fund,,,1993,"Sotheby's sale 11th Dec.1992, lot 312.",,Middle East,,,,,,https://media.britishmuseum.org/media/Repository/Documents/2014_11/9_14/881a5dcb_b147_48ac_9a74_a3de00ec2d24/preview_01434260_001.jpg
65,"19,930,405.50","19,930,405.50",https://www.britishmuseum.org/collection/object/W_1993-0405-5,armenian,armenia,bell-pendant,,,,,,"Open-work bronze bell-pendant; with long vertical, triangular excisions and irregularly shaped stone pebble inside; corroded.",,,,,,,,,Found/Acquired,Republic of Armenia,"40.25,45",,Armenia,(?),bronze; stone,,,,Length: 4.60 centimetres; Width: 2.60 centimetres,,,Curtis & Kruszynski 2002a / Ancient Caucasian and Related Material in The British Museum,Not on display,,Fair; corroded.,,,,,,Purchased from: Julia Schottlander; Purchased from: Sotheby's,Funded by: Littauer Fund,,,1993,"Sotheby's sale 11th Dec.1992, lot 312.",,Middle East,,,,,,https://media.britishmuseum.org/media/Repository/Documents/2014_10/14_16/42603253_f729_4a1e_b6e7_a3c40117aa1f/preview_00879368_001.jpg
66,"19,930,405.60","19,930,405.60",https://www.britishmuseum.org/collection/object/W_1993-0405-6,armenian,armenia,bell-pendant,,,,,,"Spherical, open-work bronze bell-pendant; irregularly shaped stone (?) pebble inside and loop for suspension at top; two rows of excisions in the form of alternating triangles; corroded.",,,,,,,,,Found/Acquired,Republic of Armenia,"40.25,45",,Armenia,(?),bronze; stone,,,,Length: 4.20 centimetres; Width: 3.50 centimetres,,,Curtis & Kruszynski 2002a / Ancient Caucasian and Related Material in The British Museum,Not on display,,Fair; corroded.,,,,,,Purchased from: Julia Schottlander; Purchased from: Sotheby's,Funded by: Littauer Fund,,,1993,"Purchased at Sotheby's on 11th December 1992, Lot 312.",,Middle East,,,,,,https://media.britishmuseum.org/media/Repository/Documents/2014_10/14_16/bccbe5be_a7b4_441b_8596_a3c40116cb04/preview_00878908_001.jpg
67,"18,560,909.20",118817,https://www.britishmuseum.org/collection/object/W_1856-0909-203,armenian,armenia,block,,,,,,"Part of a gypsum slab: with a forty three line cuneiform inscription from the underbelly of a large bull facing right. The fragment is broken at the edges, and is partially repaired from fragments.",,,,Sennacherib,,,Neo-Assyrian,704BC-681BC,Found/Acquired,Palace Theatre,"35.9143,-100.3847",,South West Palace,(Nineveh),gypsum,,,,Height: 149.80 centimetres; Thickness: 8 inches; Width: 292.10 centimetres,"Inscription type: inscription Inscription script: cuneiform Inscription transliteration: a-na si-ni-ir-shu i-na ..........ti-ip-ki...... Inscription note: Describes building of ""palace without rival"".",,"Barnett, Bleibtreu & Turner 1998a / Sculptures from the Southwest Palace of Sennacherib at Nineveh; Layard A H 1853a / Discoveries in the ruins of Nineveh and Babylon, with travels in Armenia, Kurdistan and the desert",Not on display,,Incomplete; partially repaired from fragments.,,,,,,,,,,,,"This collection was Excavated by ?, Rassam, Loftus, K.Rawlinson, and Taylor between 1853 and 1856. See WAA volume ""Correspondane on Excavations"" for inventories of ship-loads Acbar, Merchantman, Manuel, Ch. Carnell.",Middle East,118817,,,,,https://media.britishmuseum.org/media/Repository/Documents/2014_11/2_15/f93bd7df_19c2_42e1_b97b_a3d700fb0cef/preview_01089168_001.jpg
68,N.1643,91548,https://www.britishmuseum.org/collection/object/W_N-1643,armenian,armenia,bottle,,,,,,Bottle; glass; ribbed; white; damage to neck.,,,,,,,,,,,,,Kouyunjik,,glass,,,,Height: 1.75 inches max,,,"Layard A H 1853a / Discoveries in the ruins of Nineveh and Babylon, with travels in Armenia, Kurdistan and the desert",Not on display,,Fair.,,,,,,,,,,,,,Middle East,91548,,,,,https://media.britishmuseum.org/media/Repository/Documents/2014_11/2_14/e39491d6_fc15_4674_9bd5_a3d700f4b370/preview_01087099_001.jpg
69,N.1648,91526,https://www.britishmuseum.org/collection/object/W_N-1648,armenian,armenia,bottle,,,,,,Small globular glass bottle; narrow-necked; greenish-pinkish iridescense; remains of hollow pontil; blown; complete.,,,,,,,,,,,,,Kouyunjik,,glass,,,blown,Height: 5.72 centimetres,,,"Layard A H 1853a / Discoveries in the ruins of Nineveh and Babylon, with travels in Armenia, Kurdistan and the desert",Not on display,,Fair,,,,,,,,,,,,,Middle East,91526,,,,,https://media.britishmuseum.org/media/Repository/Documents/2014_10/2_20/38d3882d_e04d_49ed_8039_a3b801593b86/preview_00332859_001.jpg
70,N.1639,91483,https://www.britishmuseum.org/collection/object/W_N-1639,armenian,armenia,bottle,,,,,,"Small thick-walled, mould-blown, re-blown green glass bottle; decorated with twenty mould-blown ribs; covered in thick opaque weathering layer; broken at the neck.",,,,,,,Sasanian,3rdC-7thC,Excavated/Findspot,Babylon,"32.54083,44.42417",,Babylon,(Iraq),glass,,,mould-blown; re-blown,Diameter: 6.99 centimetres,,,"Layard A H 1853a / Discoveries in the ruins of Nineveh and Babylon, with travels in Armenia, Kurdistan and the desert",Not on display,,Fair; covered in thick opaque weathering layer; broken at the neck.,,,,,,,,,,,,,Middle East,91483,,,,,https://media.britishmuseum.org/media/Repository/Documents/2014_10/2_20/e55fc708_a5a1_47f0_b13c_a3b8015940e6/preview_00332862_001.jpg
